business_name,address,phone_number,email,city,state,zip_code_postcode,website,ticker_symbol,kindex_score,doordash_url,ubereats_url,grubhub_url,business_location,latitude,longitude,category,description,owner_name,is_black_owned,is_verified,is_claimed,claimed_by_user_id,loi_signed,loi_date,is_premium,subscription_tier,tier_level,kindex_velocity,review_score,review_count,total_sentiment_score,interaction_count,established_year,is_veteran,is_ecommerce,is_farmer,is_wholesale,is_retail,is_delivery_eligible,has_flash_beacon,is_priority_pinned,is_ar_enabled,arc_asset_url,hero_image,instagram_url,facebook_url,tiktok_url,linkedin_url,marketing_tier,marketing_generations_used,scheduled_promo_date,monthly_promo_count,monthly_promo_reset_date,connection_count,opening_time,closing_time,photo_gallery
Black Hair Design,"6111 Cypress Creek Pkwy Ste 201, Houston, TX 77069",2812502615,,Houston,Texas,77069,,6JPPO,500,,,,"29.974839, -95.520991",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Black Ink Capital, LLC","2651 N Harwood St #200, Dallas, TX 75201",8008924535,,Dallas,Texas,75201,,7MSVT,500,,,,"32.792856, -96.8064807",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Roses Hair Weaving Studio,"396 W Greens Rd Suite 424, Houston, TX 77067",9372704091,,Houston,Texas,77067,https://cecemystylist.com/,U1KRD,500,,,,"29.9498169, -95.4214881",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE WATER BAYOU WING MASTERS | Soul Food,"720 Texas Blvd, Texarkana, TX 75501",9038095600,,Texarkana,Texas,75501,https://bluewaterbayou.top/,BLUEW,500,,,,"33.4260443, -94.0479468",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO BBQ- Korean Grill & Hot Pot,"6042 S Padre Island Dr, Corpus Christi, TX 78412",3614520702,,Corpus Christi,Texas,78412,http://bokoreanbbq.com/,BOBBQ,500,,,,"27.7042278, -97.3612371",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOOJEEHAIR LAS VEGAS,"4483 North Fwy, Houston, TX 77022",7025613776,,Houston,Texas,77022,http://boojeehair.com/,BOOJE,500,,,,"29.8301756, -95.3837039",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bowie-Cass Electric Cooperative , Inc","117 North St, Douglassville, TX 75560",9038462311,,Douglassville,Texas,75560,http://www.bcec.com/,BOWIE,500,,,,"33.1934652, -94.3542933",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAIDS BY MIMEE (Sew-Ins • Quick Weaves • In-Salon & Mobile Available),"9038 N Interstate Hwy 35 Unit 2B, Austin, TX 78753",5129200015,,Austin,Texas,78753,https://www.hairleganzabeautybar.com/,BRAID,500,,,,"30.3562876, -97.6901906",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brain Food Dallas,"1409 Botham Jean Blvd, Dallas, TX 75215",2144940795,,Dallas,Texas,75215,http://brainfooddallas.com/,BRAIN,500,,,,"32.7670624, -96.7956341",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubba's 33,"1921 S Padre Island Dr, Corpus Christi, TX 78416",3618062933,,Corpus Christi,Texas,78416,https://www.bubbas33.com/locations/texas/corpus-christi?utm_source=listing&utm_medium=search,BUBBA,500,,,,"27.7391026, -97.4365203",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butler's Barber Lounge,"1521 Wooded Acres Dr Ste A, Waco, TX 76710",2542246781,,Waco,Texas,76710,https://butlersbarbershop.com/,BUTLE,500,,,,"31.5353565, -97.1905059",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Funk Kitchen,"8511 Scott St Ste G, Houston, TX 77051",7134346102,,Houston,Texas,77051,https://butterfunkhtx.com/?utm_source=google,BUTTE,500,,,,"29.6688957, -95.367897",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buy Black Brown,"1301 Texas Ave, Houston, TX 77002",8325590421,,Houston,Texas,77002,,BUYBL,500,,,,"29.7585433, -95.359579",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Movers Texas,"2715 Sam Bass Rd #561, Round Rock, TX 78681",5125513147,,Round Rock,Texas,78681,http://capitalmoverstexas.com/,CAPIT,500,,,,"30.5294249, -97.7192735",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean Cabana,"920 S Harwood St, Dallas, TX 75201",9729457272,,Dallas,Texas,75201,https://caribbeancabana.top/,CARIB,500,,,,"32.77747, -96.7900856",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Texas Beauty College,"1400 N Mays St, Round Rock, TX 78664",5122442235,,Round Rock,Texas,78664,http://www.centraltexasbeautycollege.com/,CENTR,500,,,,"30.5207765, -97.6849095",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charm's African Hair Braiding & Weaving,"9063 Research Blvd Ste 203, Austin, TX 78758",5125525972,,Austin,Texas,78758,,CHARM,500,,,,"30.3745417, -97.7272333",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chef Cassy's Kitchen,"304 Us-175, Eustace, TX 75124",2144058846,,Eustace,Texas,75124,http://www.chefcassy.com/,CHEFC,500,,,,"32.3111378, -96.0111174",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chef Gil & Co.,"8309 Research Blvd, Austin, TX 78758",5125078497,,Austin,Texas,78758,https://www.chefgilco.com/,CHEFG,500,,,,"30.3561322, -97.7148334",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherkose Ethiopian cuisine,"5904 S Cooper St Suite 110, Arlington, TX 76017",8179877715,,Arlington,Texas,76017,,CHERK,500,,,,"32.651306, -97.1358535",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Express,"1125 Mockingbird Ln, Sulphur Springs, TX 75482",9038853677,,Sulphur Springs,Texas,75482,https://chickene.com/,CHICK,500,,,,"33.1212822, -95.595537",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChòpnBlọk,"507 Westheimer Rd, Houston, TX 77006",8329624500,,Houston,Texas,77006,https://chopnblok.co/,CHPNB,500,,,,"29.7442282, -95.387676",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChòpnBlọk,"401 Franklin St, Houston, TX 77201",2816315009,,Houston,Texas,77201,https://chopnblok.co/,1LKF8,500,,,,"29.7656588, -95.3656156",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chops & Eggs,"5802 Yorktown Blvd B107, Corpus Christi, TX 78414",3614522777,,Corpus Christi,Texas,78414,https://chopseggs.com/?utm_source=google,CHOPS,500,,,,"27.6653696, -97.3926884",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christine Wig and Beauty Supply,"4639 Corona Dr Ste 6, Corpus Christi, TX 78411",3619931055,,Corpus Christi,Texas,78411,,CHRIS,500,,,,"27.7121218, -97.3878464",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean Hair Salon Studios,"5802 Yorktown Blvd Ste 101B, Corpus Christi, TX 78414",3616922361,,Corpus Christi,Texas,78414,http://www.cleanhairsalon.com/,CLEAN,500,,,,"27.665464, -97.392644",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocolevio LLC,"1800 E 4Th St, Austin, TX 78702",5122225730,,Austin,Texas,78702,https://cocolevio.com/,COCOL,500,,,,"30.2599639, -97.7235013",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colberts Culinary Creations LLC,"8309 Research Blvd Ste B, Austin, TX 78758",2059831042,,Austin,Texas,78758,http://colbertsculinarycreation.com/,COLBE,500,,,,"30.3561322, -97.7148334",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Beauty Bar,"5219 Almeda Rd, Houston, TX 77004",2816748610,,Houston,Texas,77004,http://www.completebeautybar.com/,COMPL,500,,,,"29.7223251, -95.3786295",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corpus Christi Black Chamber of Commerce,"5350 S Staples St Ste 333C, Corpus Christi, TX 78411",3618158346,,Corpus Christi,Texas,78411,http://www.blackchambercc.org/cpages/contact,CORPU,500,,,,"27.7037236, -97.3717285",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton Patch Cafe,"420 Us-79, Henderson, TX 75652",9036571414,,Henderson,Texas,75652,https://cottonpatch.com/locations/tx/henderson/420-highway-79-south,COTTO,500,,,,"32.1483468, -94.7886775",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Theory Salon | Silk Press & Natural Hair Salon,"14150 Huffmeister Rd Suite 150, Studio 12 Studio 12, Cypress, TX 77429",8328473236,,Cypress,Texas,77429,http://crowntheory1.glossgenius.com/,CROWN,500,,,,"29.9745072, -95.6443989",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Bizznes Tax Title & Insurance Services LLC,"4106 Scyene Rd, Dallas, TX 75210",2144282499,,Dallas,Texas,75210,http://www.dabizztaxteam.com/,DABIZ,500,,,,"32.766981, -96.749282",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dabira Jewelry,"6287 S Texas 6, Houston, TX 77083",2817334838,,Houston,Texas,77083,,DABIR,500,,,,"29.7100212, -95.6434613",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily,"211 N Ervay St 10Th Floor, Suite 1003, Dallas, TX 75201",9728494095,,Dallas,Texas,75201,,DAILY,500,,,,"32.7822112, -96.7975932",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Black Chamber of Commerce,"2922 Martin Luther King Jr Blvd, Dallas, TX 75215",2147026652,,Dallas,Texas,75215,http://dallasblackchamber.org/,DALLA,500,,,,"32.7698992, -96.767106",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Hair Diva,"13465 Inwood Rd #185 Suite 113, Dallas, TX 75244",,,Dallas,Texas,75244,https://dallashairdiva.square.site/,0GD9Y,500,,,,"32.9303364, -96.8229242",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBSALON,"19708 Northwest Fwy #700, Jersey Village, TX 77065",8329124669,,Jersey Village,Texas,77065,,DBSAL,500,,,,"29.9153815, -95.6123889",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deiner's Deep Cutz On The Go,"17000 El Camino Real Ste 301B, Houston, TX 77058",2819847707,,Houston,Texas,77058,https://square.site/book/1FCP409JETM78/deiners-deep-cutz-on-the-go-houston-tx,DEINE,500,,,,"29.5528247, -95.1185752",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deity Style Studios,"840 N Eldridge Pkwy #100, Houston, TX 77079",8327913818,,Houston,Texas,77079,https://square.site/book/LBC3DD8SGJYFW/deitystylestudios-houston-tx,DEITY,500,,,,"29.7784278, -95.6175814",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denny's Restaurant,"839 N Watson Rd, Arlington, TX 76011",8176406050,,Arlington,Texas,76011,https://locations.dennys.com/TX/ARLINGTON/247853?utm_source=G&utm_medium=organic&utm_campaign=DAC,DENNY,500,,,,"32.7567639, -97.0644705",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHairBoutique - Houston,"3929 Richmond Ave, Houston, TX 77027",8327670962,,Houston,Texas,77027,https://dhair-boutique.com/,DHAIR,500,,,,"29.7322237, -95.440376",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dia's Market,"812 Justin Ln, Austin, TX 78757",5125205115,,Austin,Texas,78757,http://www.diasmarket.com/,DIASM,500,,,,"30.3374065, -97.7203908",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Information Security Solutions,"401 E. Sonterra Blvd, San Antonio, Texas 78261",2109015895,mmoyosore@digissllc.com,San Antonio,Texas,78232,https://www.digissllc.com,DIGIT,500,,,,"29.6291582, -98.6291582",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dilla Coffee Roasters,"3823 Ross Ave, Dallas, TX 75204",2148219596,,Dallas,Texas,75204,http://dillacoffee.com/,DILLA,500,,,,"32.7988656, -96.7854694",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Touch African Hair Braiding & Weaving,"7111 Marvin D. Love Fwy #216, Dallas, TX 75237",4697352285,,Dallas,Texas,75237,https://divinetouchafricanhairbraiding.com/,DIVIN,500,,,,"32.6612181, -96.8721108",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DoubleDave's Pizzaworks,"2500 Marina Bay Dr Ste A, League City, TX 77573",2815496491,,League City,Texas,77573,https://www.doubledavespizzaworks.com/,DOUBL,500,,,,"29.5327446, -95.0709891",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreads By Dotie (Dallas),"2607 S Second Ave, Dallas, TX 75210",2144603445,,Dallas,Texas,75210,http://www.dreadsbydotie.com/,DREAD,500,,,,"32.7677645, -96.752715",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dress for Success Houston,"3310 Eastside St, Houston, TX 77098",7139573779,,Houston,Texas,77098,http://dfshouston.org/,DRESS,500,,,,"29.7363233, -95.4251379",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drug Emporium Longview,"2321 W Loop 281 # A, Longview, TX 75604",9032970966,,Longview,Texas,75604,https://www.drugemporiuminc.com/stores/longview-tx/,DRUGE,500,,,,"32.5167582, -94.7922196",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E&G HAIR BRAIDING,"7600 N Lamar Blvd # B, Austin, TX 78752",5128503801,,Austin,Texas,78752,http://www.eghairbraidings.com/,EGHAI,500,,,,"30.3444526, -97.7152417",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Texas Better Business Caucus (ETXBBC),"3122 Nealy Wy Ste. 143, Longview, TX 75605",8005493761,,Longview,Texas,75605,,EASTT,500,,,,"32.5386556, -94.7194792",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Texas Innovation Center (ETX),"109 Washington St, Beckville, TX 75631",8173828475,,Beckville,Texas,75631,http://www.etxinnovation.com/,PYWOT,500,,,,"32.2429409, -94.4563613",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eatzi's Market & Bakery,"1540 S University Dr #100, Fort Worth, TX 76107",8179459095,,Fort Worth,Texas,76107,http://eatzis.com/,EATZI,500,,,,"32.7295256, -97.3615972",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ego Braids and Natural Hair LLC,"1500 S Dairy Ashford Rd Ste 210N, Houston, TX 77077",3464339557,,Houston,Texas,77077,http://egobraidandlocs.com/,EGOBR,500,,,,"29.7529639, -95.6066929",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elisha's Food For The Soul,"404 Forest Terrace, Marshall, TX 75670",9036862015,,Marshall,Texas,75670,https://www.elishasfoodforthesoul.com/,ELISH,500,,,,"32.5278585, -94.3719299",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esther's Cajun Café & Soul Food,"5007 N Shepherd Dr, Houston, TX 77018",7136991212,,Houston,Texas,77018,http://www.estherscajunsoul.com/,ESTHE,500,,,,"29.8394002, -95.4112589",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Events Unleashed,"5540 N Lamar Blvd #29, Austin, TX 78756",5122708796,,Austin,Texas,78756,https://www.eventsunleashed.com/,EVENT,500,,,,"30.324639, -97.7278862",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feminine Attractions - Hair Braiding Houston,"7447 Harwin Dr. Ste 101, Houston, TX 77036",3462268571,,Houston,Texas,77036,https://feminineattractions.com/?utm_campaign=gmb,FEMIN,500,,,,"29.7172258, -95.5146569",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINS Grill & Icehouse,"420 W Cotter Ave, Port Aransas, TX 78373",3617498646,,Port Aransas,Texas,78373,https://www.finsgrillandicehouse.com/,FINSG,500,,,,"27.8381048, -97.0672483",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firehouse Subs Kennedy Lane,"3213 Kennedy Ln, Texarkana, TX 75503",9038312372,,Texarkana,Texas,75503,https://www.firehousesubs.com/,FIREH,500,,,,"33.45337, -94.07869",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Central Houston,"2736 Virginia St, Houston, TX 77098",8323532336,,Houston,Texas,77098,https://www.fivecentralhouston.com/,FIVEC,500,,,,"29.7411305, -95.4214347",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flower Child (Houston Heights),"1533 N Shepherd Dr Ste 100, Houston, TX 77008",3462304478,,Houston,Texas,77008,https://www.iamaflowerchild.com/locations/houston-tx-houston-heights/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,FLOWE,500,,,,"29.7991112, -95.410228",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FroFessionals,"1 Chisholm Trail Rd Suite 450, Round Rock, TX 78681",7372452785,,Round Rock,Texas,78681,http://frofessionals.com/,FROFE,500,,,,"30.5139502, -97.6887838",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuddruckers,"1949 S Padre Island Dr, Corpus Christi, TX 78416",3618570808,,Corpus Christi,Texas,78416,https://www.fuddruckers.com/corpus-christi,FUDDR,500,,,,"27.7382233, -97.4359865",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G&Q Braiding Salon,"8484 Wilcrest Dr Suit F, Houston, TX 77072",7135147403,,Houston,Texas,77072,http://www.gqbraiding.com/,GQBRA,500,,,,"29.6856351, -95.5700554",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gawsy Hair Salon and Spa,"5782 Bellfort Ave, Houston, TX 77033",2817093327,,Houston,Texas,77033,http://www.styleseat.com/emilysthairapy,GAWSY,500,,,,"29.6661155, -95.3329816",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generations Round Rock,"1500 South A W Grimes Blvd #100, Round Rock, TX 78664",5122381111,,Round Rock,Texas,78664,,GENER,500,,,,"30.4971893, -97.6580578",,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
